2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,0,True,3629.638176679611,11,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,1,True,7518.729677438736,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,2,True,364.9983298778534,2,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,4,True,2962.8779847621918,4,"[2, 0]","[[[1, 4]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,5,True,535.5256307125092,1,"[1, 0]","[[[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,6,True,7892.465423345566,11,"[3, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 3]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,7,False,840.1052465438843,0,"[5, 0]","[[[1, 2], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,10,True,1535.5144736766815,8,"[1, 1]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,11,True,353.2606739997864,1,"[1, 0]","[[[1, 1]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,12,False,4686.830063581467,16,"[5, 1]","[[[1, 1], [2, 0], [3, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 1]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,14,True,849.3616437911987,2,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,15,True,5019.18069601059,3,"[1, 1]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,16,True,1269.8083448410034,2,"[1, 0]","[[[1, 2]], [[1, 1], [2, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,17,False,4969.431180477142,5,"[5, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,18,False,1877.2301244735718,5,"[5, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,19,False,4709.1483035087585,0,"[1, 5]","[[[1, 5]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,20,True,542.5705771446228,0,"[1, 3]","[[[1, 3]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL,detailed,22,True,785.0462124347687,3,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,0,True,2810.726254463196,10,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,1,True,1098.0745782852173,4,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,2,True,760.3710825443268,2,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,4,True,5810.485155820847,2,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]]]"
2025-10-07,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,5,False,5195.112260818481,19,"[1, 0]","[[[1, 0], [2, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0]], [[1, 0]]]"
2025-10-08,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,6,True,4442.511292695999,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-10-08,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,7,True,252.857928276062,0,"[1, 1]","[[[1, 1]]]"
2025-10-08,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,10,True,303.87153005599976,0,"[1, 0]","[[[1, 0]]]"
2025-10-08,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,11,True,459.4215621948242,1,"[1, 0]","[[[1, 0]], [[1, 0]]]"
2025-10-08,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,12,False,1718.4285259246826,7,"[5, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-10-08,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,14,False,1352.0407781600952,0,"[5, 0]","[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-10-08,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,15,True,894.7400057315826,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
