2025-07-21,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,slice & heat,detailed,1,False,8,5,"[[1], [1], [1], [1], [2], [1], [1], [1], [5]]"
2025-07-21,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,clean,detailed,2,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-07-21,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,PDDL,use,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
