2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,0,False,5638.466247558594,19,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,1,True,519.0920476913452,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,2,True,3074.724198579788,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,4,True,986.6329691410065,3,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 1]], [[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,5,False,7547.88978433609,19,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,6,True,1732.0790462493896,7,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,7,True,70.51970648765564,0,"[1, 0]","[[[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,8,True,559.0168359279633,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,10,True,66.36125993728638,0,"[1, 0]","[[[1, 0]]]"
2025-09-14,Qwen/Qwen3-32B,PDDL,detailed,11,True,711.024178981781,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 2]], [[1, 0]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,0,False,4060.641410112381,19,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 3]], [[1, 0]], [[1, 0]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,1,True,1516.0741229057312,6,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,2,True,996.7317757606506,2,"[1, 1]","[[[1, 0]], [[1, 0]], [[1, 1]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,4,False,2981.173842906952,19,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,5,True,2609.4866604804993,7,"[1, 1]","[[[1, 4]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,6,False,2405.2023570537567,19,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,7,True,164.0656726360321,0,"[1, 0]","[[[1, 0]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,8,True,4312.398457527161,5,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,10,False,7765.525840997696,4,"[1, 5]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 5]]]"
2025-09-15,Qwen/Qwen3-32B,PDDL_Multi_Step,detailed,11,True,1110.313223361969,2,"[1, 1]","[[[1, 0]], [[1, 3]], [[1, 1]]]"
