2025-07-20,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,clean,detailed,0,False,5,5,"[[1], [1], [1], [1], [2], [5]]"
2025-07-20,o4-mini-2025-04-16,baseline,basic,detailed,0,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-07-20,o4-mini-2025-04-16,PDDL,use,detailed,0,True,2,"[2, 0]","[[[1, 0]], [[1, 0]], [[1, 0], [2, 0]]]"
2025-07-20,o3-mini-2025-01-31,baseline,clean,detailed,0,False,10,5,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [5]]"
2025-07-20,o4-mini-2025-04-16,baseline,use,detailed,0,False,18,5,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [2], [5]]"
2025-07-20,o3-mini-2025-01-31,PDDL,basic,detailed,0,True,5,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-07-21,o4-mini-2025-04-16,PDDL,slice & heat,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
